Year,Month,Day,Precipitation,Humidity,Relative_Humidity,Temp_Max,Temp_Min,Dew,WS,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,Mortality,Mortality_Perc
2020,12,18,0,9.25,77.94,22.27,12.98,13.06,3.55,BGD,Asia,Bangladesh,2020-12-18,498293,1318,1492,7217,25,33,3025.653,8.003,9.059,43.822,0.152,0.2,0.8, , , , , , , , ,14336,3047891,18.507,0.087,15116,0.092,0.099,10.1,tests performed, , , , , , , , , ,0.014483446,1.448344649
2020,12,19,0,7.58,76.57,20.09,9.52,10.08,4.69,BGD,Asia,Bangladesh,2020-12-19,499560,1267,1483.143,7242,25,31.714,3033.347,7.693,9.006,43.974,0.152,0.193,0.8, , , , , , , , ,12300,3060191,18.582,0.075,15069,0.091,0.098,10.2,tests performed, , , , , , , , , ,0.014496757,1.449675715
2020,12,20,0,8.05,81.91,20.67,7.95,10.95,4.25,BGD,Asia,Bangladesh,2020-12-20,500713,1153,1454.286,7280,38,32.571,3040.348,7.001,8.83,44.204,0.231,0.198,0.81, , , , , , , , ,12300,3072491,18.656,0.075,15005,0.091,0.097,10.3,tests performed, , , , , , , , , ,0.014539267,1.453926701
2020,12,21,0,9.24,82.05,22.39,10.02,13.01,2.73,BGD,Asia,Bangladesh,2020-12-21,502183,1470,1407.286,7312,32,31.857,3049.274,8.926,8.545,44.399,0.194,0.193,0.83, , , , , , , , ,15669,3088160,18.751,0.095,14839,0.09,0.095,10.5,tests performed, , , , , , , , , ,0.014560429,1.456042917
2020,12,22,0,9.54,78.63,22.87,12.04,13.5,1.74,BGD,Asia,Bangladesh,2020-12-22,503501,1318,1327.429,7329,17,28.571,3057.277,8.003,8.06,44.502,0.103,0.173,0.83, , , , , , , , ,15145,3103305,18.843,0.092,14281,0.087,0.093,10.8,tests performed, , , , , , , , , ,0.014556078,1.455607834
2020,12,23,4.85,9.81,80.35,23.01,12.03,13.92,2.26,BGD,Asia,Bangladesh,2020-12-23,504868,1367,1289.571,7359,30,29,3065.577,8.3,7.83,44.684,0.182,0.176,0.83, , , , , , , , ,15932,3119237,18.94,0.097,14125,0.086,0.091,11,tests performed, , , , , , , , , ,0.014576087,1.457608721
2020,12,24,0,10.21,81.11,23.48,12.45,14.51,2.42,BGD,Asia,Bangladesh,2020-12-24,506102,1234,1303.857,7378,19,26.571,3073.07,7.493,7.917,44.799,0.115,0.161,0.82, , , , , , , , ,13227,3132464,19.02,0.08,14130,0.086,0.092,10.8,tests performed, , , , , , , , , ,0.014578089,1.4578089
2020,12,25,0,10.26,84.37,23.32,12.48,14.59,3.68,BGD,Asia,Bangladesh,2020-12-25,507265,1163,1281.714,7398,20,25.857,3080.132,7.062,7.783,44.921,0.121,0.157,0.8, , , , , , , , ,13695,3146159,19.104,0.083,14038,0.085,0.091,11,tests performed, , , , , , , , , ,0.014584093,1.458409313
2020,12,26,0,9.04,79.99,22.55,10.92,12.68,4.15,BGD,Asia,Bangladesh,2020-12-26,508099,834,1219.857,7428,30,26.571,3085.196,5.064,7.407,45.103,0.182,0.161,0.79, , , , , , , , ,9912,3156071,19.164,0.06,13697,0.083,0.089,11.2,tests performed, , , , , , , , , ,0.014619198,1.461919823
2020,12,27,0,8.32,76.49,21.96,9.9,11.44,3.71,BGD,Asia,Bangladesh,2020-12-27,509148,1049,1205,7452,24,24.571,3091.565,6.37,7.317,45.249,0.146,0.149,0.8, , , , , , , , ,12650,3168721,19.241,0.077,13747,0.083,0.088,11.4,tests performed, , , , , , , , , ,0.014636216,1.46362158
2020,12,28,0,8.53,74.78,22.4,10.82,11.82,2.96,BGD,Asia,Bangladesh,2020-12-28,510080,932,1128.143,7479,27,23.857,3097.225,5.659,6.85,45.413,0.164,0.145,0.81, , , , , , , , ,12617,3181338,19.317,0.077,13311,0.081,0.085,11.8,tests performed, , , , , , , , , ,0.014662406,1.46624059
2020,12,29,0,8.62,76.12,22.19,11.17,11.97,3.26,BGD,Asia,Bangladesh,2020-12-29,511261,1181,1108.571,7509,30,25.714,3104.396,7.171,6.731,45.595,0.182,0.156,0.83, , , , , , , , ,14588,3195926,19.406,0.089,13232,0.08,0.084,11.9,tests performed, , , , , , , , , ,0.014687215,1.468721455
2020,12,30,0,8.97,79.75,22.86,10.66,12.56,4.19,BGD,Asia,Bangladesh,2020-12-30,512496,1235,1089.714,7531,22,24.571,3111.895,7.499,6.617,45.729,0.134,0.149,0.84, , , , , , , , ,15229,3211155,19.498,0.092,13131,0.08,0.083,12,tests performed, , , , , , , , , ,0.014694749,1.469474884
2020,12,31,0,9.66,82.89,23.07,10.84,13.69,4.03,BGD,Asia,Bangladesh,2020-12-31,513510,1014,1058.286,7559,28,25.857,3118.052,6.157,6.426,45.899,0.17,0.157,0.83, , , , , , , , ,13254,3224409,19.579,0.08,13135,0.08,0.081,12.4,tests performed, , , , , , , , , ,0.014720259,1.472025861
2021,1,1,0,9.43,80.42,23.34,10.89,13.34,3.79,BGD,Asia,Bangladesh,2021-01-01,514500,990,1033.571,7576,17,25.429,3124.063,6.011,6.276,46.002,0.103,0.154,0.82, , , , , , , , ,12103,3236512,19.652,0.073,12908,0.078,0.08,12.5,tests performed, , , , , , , , , ,0.014724976,1.47249757
2021,1,2,0,9.6,81.09,23.2,11.05,13.6,3.46,BGD,Asia,Bangladesh,2021-01-02,515184,684,1012.143,7599,23,24.429,3128.216,4.153,6.146,46.141,0.14,0.148,0.81, , , , , , , , ,9701,3246213,19.711,0.059,12877,0.078,0.079,12.7,tests performed, , , , , , , , , ,0.01475007,1.475006988
2021,1,3,0,9.8,79.13,23.95,11.75,13.91,2.92,BGD,Asia,Bangladesh,2021-01-03,516019,835,981.571,7626,27,24.857,3133.286,5.07,5.96,46.305,0.164,0.151,0.82, , , , , , , , ,10925,3257138,19.777,0.066,12631,0.077,0.078,12.9,tests performed, , , , , , , , , ,0.014778526,1.47785256
2021,1,4,0,10.35,78.06,24.9,13.43,14.77,2.32,BGD,Asia,Bangladesh,2021-01-04,516929,910,978.429,7650,24,24.429,3138.812,5.526,5.941,46.451,0.146,0.148,0.84, , , , , , , , ,10925,3268063,19.844,0.066,12389,0.075,0.079,12.7,tests performed, , , , , , , , , ,0.014798938,1.479893757
2021,1,5,0.54,10.89,80.4,25.08,13.69,15.55,2.7,BGD,Asia,Bangladesh,2021-01-05,517920,991,951.286,7670,20,23,3144.829,6.017,5.776,46.573,0.121,0.14,0.86, , , , , , , , ,14462,3282525,19.932,0.088,12371,0.075,0.077,13,tests performed, , , , , , , , , ,0.014809237,1.480923695
2021,1,6,0,11.32,78.19,26.26,14.23,16.13,2.45,BGD,Asia,Bangladesh,2021-01-06,518898,978,914.571,7687,17,22.286,3150.768,5.938,5.553,46.676,0.103,0.135,0.87, , , , , , , , ,15544,3298069,20.026,0.094,12416,0.075,0.074,13.6,tests performed, , , , , , , , , ,0.014814087,1.481408678
2021,1,7,0,11.4,71.27,27.36,16.15,16.27,2.02,BGD,Asia,Bangladesh,2021-01-07,519905,1007,913.571,7718,31,22.714,3156.882,6.115,5.547,46.864,0.188,0.138,0.87, , , , , , , , ,15381,3313450,20.119,0.093,12720,0.077,0.072,13.9,tests performed, , , , , , , , , ,0.01484502,1.484501976
2021,1,8,0.25,11.31,75.77,26.48,15.15,16.12,2.97,BGD,Asia,Bangladesh,2021-01-08,520690,785,884.286,7734,16,22.571,3161.649,4.767,5.369,46.961,0.097,0.137,0.86, , , , , , , , ,15381,3328831,20.213,0.093,13188,0.08,0.067,14.9,tests performed, , , , , , , , , ,0.014853368,1.485336765
2021,1,9,0,10.92,75.33,25.12,15.11,15.57,2.32,BGD,Asia,Bangladesh,2021-01-09,521382,692,885.429,7756,22,22.429,3165.851,4.202,5.376,47.095,0.134,0.136,0.86, , , , , , , , ,12908,3341739,20.291,0.078,13647,0.083,0.065,15.4,tests performed, , , , , , , , , ,0.014875849,1.487584919
2021,1,10,0,11.41,76.51,25.28,15.31,16.25,1.84,BGD,Asia,Bangladesh,2021-01-10,522453,1071,919.143,7781,25,22.143,3172.354,6.503,5.581,47.247,0.152,0.134,0.88, , , , , , , , ,12920,3354659,20.37,0.078,13932,0.085,0.066,15.2,tests performed, , , , , , , , , ,0.014893206,1.48932057
2021,1,11,0,12.29,79.08,26.06,16.89,17.43,2.13,BGD,Asia,Bangladesh,2021-01-11,523302,849,910.429,7803,22,21.857,3177.509,5.155,5.528,47.38,0.134,0.133,0.87, , , , , , , , ,14097,3368756,20.455,0.086,14385,0.087,0.063,15.8,tests performed, , , , , , , , , ,0.014911084,1.491108385
2021,1,12,0,11.14,81.08,24.5,15.2,15.89,3.9,BGD,Asia,Bangladesh,2021-01-12,524020,718,871.429,7819,16,21.286,3181.869,4.36,5.291,47.477,0.097,0.129,0.86, , , , , , , , ,14363,3383119,20.542,0.087,14371,0.087,0.061,16.5,tests performed, , , , , , , , , ,0.014921186,1.492118621
2021,1,13,0,8.88,74.17,22.91,12.89,12.45,3.67,BGD,Asia,Bangladesh,2021-01-13,524910,890,858.857,7833,14,20.857,3187.273,5.404,5.215,47.562,0.085,0.127,0.86, , , , , , , , ,15727,3398846,20.638,0.095,14397,0.087,0.06,16.8,tests performed, , , , , , , , , ,0.014922558,1.492255815
2021,1,14,0,7.89,71.3,21.97,10.4,10.67,3.88,BGD,Asia,Bangladesh,2021-01-14,525723,813,831.143,7849,16,18.714,3192.209,4.937,5.047,47.659,0.097,0.114,0.85, , , , , , , , ,16608,3415454,20.739,0.101,14572,0.088,0.057,17.5,tests performed, , , , , , , , , ,0.014929916,1.492991556
2021,1,15,3.4,7.57,69.39,21.36,10.91,10.04,3.32,BGD,Asia,Bangladesh,2021-01-15,526485,762,827.857,7862,13,18.286,3196.836,4.627,5.027,47.738,0.079,0.111,0.83, , , , , , , , ,13678,3429132,20.822,0.083,14329,0.087,0.058,17.3,tests performed, , , , , , , , , ,0.014932999,1.493299904
2021,1,16,0,7.8,69.94,22.05,10.52,10.47,2.94,BGD,Asia,Bangladesh,2021-01-16,527063,578,811.571,7883,21,18.143,3200.346,3.51,4.928,47.866,0.128,0.11,0.81, , , , , , , , ,12215,3441347,20.896,0.074,14230,0.086,0.057,17.5,tests performed, , , , , , , , , ,0.014956466,1.49564663
2021,1,17,0,8.38,75.06,21.85,10.89,11.57,3.34,BGD,Asia,Bangladesh,2021-01-17,527632,569,739.857,7906,23,17.857,3203.801,3.455,4.492,48.006,0.14,0.108,0.8, , , , , , , , ,13446,3454793,20.978,0.082,14305,0.087,0.052,19.3,tests performed, , , , , , , , , ,0.014983928,1.498392819
2021,1,18,0,9.25,77.36,23.15,11.45,13.05,2.4,BGD,Asia,Bangladesh,2021-01-18,528329,697,718.143,7922,16,17,3208.033,4.232,4.361,48.103,0.097,0.103,0.81, , , , , , , , ,12707,3467500,21.055,0.077,14106,0.086,0.051,19.6,tests performed, , , , , , , , , ,0.014994445,1.499444475
2021,1,19,0,9.2,74.92,22.52,13.06,12.96,2.04,BGD,Asia,Bangladesh,2021-01-19,529031,702,715.857,7942,20,17.571,3212.296,4.263,4.347,48.224,0.121,0.107,0.82, , , , , , , , ,15097,3482597,21.146,0.092,14211,0.086,0.05,19.9,tests performed, , , , , , , , , ,0.015012353,1.501235277
2021,1,20,0.77,11.22,84.77,23.5,14.6,15.95,2.99,BGD,Asia,Bangladesh,2021-01-20,529687,656,682.429,7950,8,16.714,3216.279,3.983,4.144,48.273,0.049,0.101,0.81, , , , , , , , ,15410,3498007,21.24,0.094,14166,0.086,0.048,20.8,tests performed, , , , , , , , , ,0.015008864,1.500886373
2021,1,21,0.05,8.59,66.94,24.38,13.49,11.95,3.25,BGD,Asia,Bangladesh,2021-01-21,530271,584,649.714,7966,16,16.714,3219.825,3.546,3.945,48.37,0.097,0.101,0.8, , , , , , , , ,14761,3512768,21.33,0.09,13902,0.084,0.047,21.4,tests performed, , , , , , , , , ,0.015022507,1.502250736
2021,1,22,0.25,7.86,69.18,23.07,10.51,10.61,3.68,BGD,Asia,Bangladesh,2021-01-22,530890,619,629.286,7981,15,17,3223.584,3.759,3.821,48.461,0.091,0.103,0.79, , , , , , , , ,14846,3527614,21.42,0.09,14069,0.085,0.045,22.4,tests performed, , , , , , , , , ,0.015033246,1.503324606
2021,1,23,0,7.81,66.77,22.05,11.39,10.52,2.02,BGD,Asia,Bangladesh,2021-01-23,531326,436,609,8003,22,17.143,3226.231,2.647,3.698,48.595,0.134,0.104,0.78, , , , , , , , ,11115,3538729,21.487,0.067,13912,0.084,0.044,22.8,tests performed, , , , , , , , , ,0.015062316,1.506231579
2021,1,24,0,8.31,67.47,23.57,11.85,11.46,1.95,BGD,Asia,Bangladesh,2021-01-24,531799,473,595.286,8023,20,16.714,3229.103,2.872,3.615,48.716,0.121,0.101,0.79, , , , , , , , ,14169,3552898,21.573,0.086,14015,0.085,0.042,23.5,tests performed, , , , , , , , , ,0.015086527,1.508652705
2021,1,25,0,8.62,73.72,23.38,10.83,12.01,3.88,BGD,Asia,Bangladesh,2021-01-25,532401,602,581.714,8041,18,17,3232.758,3.655,3.532,48.825,0.109,0.103,0.8, , , , , , , , ,14829,3567727,21.663,0.09,14318,0.087,0.041,24.6,tests performed, , , , , , , , , ,0.015103277,1.510327742
2021,1,26,0,8.17,69.57,23.6,11.49,11.21,4.41,BGD,Asia,Bangladesh,2021-01-26,532916,515,555,8055,14,16.143,3235.886,3.127,3.37,48.91,0.085,0.098,0.8, , , , , , , , ,14401,3582128,21.751,0.087,14219,0.086,0.039,25.6,tests performed,0,0, , , ,0,0, , ,0.015114952,1.511495245
2021,1,27,0,7.31,66.37,23,10.02,9.55,4.59,BGD,Asia,Bangladesh,2021-01-27,533444,528,536.714,8072,17,17.429,3239.092,3.206,3.259,49.013,0.103,0.106,0.8, , , , , , , , ,15720,3597848,21.846,0.095,14263,0.087,0.038,26.6,tests performed,26,26, ,26,26,0,0, ,0,0.01513186,1.513186014
2021,1,28,0,7.1,65.78,23.55,8.46,9.13,4.54,BGD,Asia,Bangladesh,2021-01-28,533953,509,526,8087,15,17.286,3242.182,3.091,3.194,49.105,0.091,0.105,0.8, , , , , , , , ,14830,3612678,21.936,0.09,14273,0.087,0.037,27.1,tests performed,567,567, ,541,284,0,0, ,2,0.015145528,1.514552779
2021,1,29,0,7.35,63.53,24.32,9.23,9.64,4.32,BGD,Asia,Bangladesh,2021-01-29,534407,454,502.429,8094,7,16.143,3244.939,2.757,3.051,49.147,0.043,0.098,0.79, , , , , , , , ,12075,3624753,22.01,0.073,13877,0.084,0.036,27.6,tests performed, , , , ,1209, , , ,7,0.01514576,1.514575969
2021,1,30,0,7.06,62.39,23.52,10.69,9.04,3.78,BGD,Asia,Bangladesh,2021-01-30,534770,363,492,8111,17,15.429,3247.143,2.204,2.987,49.25,0.103,0.094,0.78, , , , , , , , ,12084,3636837,22.083,0.073,14015,0.085,0.035,28.5,tests performed, , , , ,1671, , , ,10,0.015167268,1.516726817
2021,1,31,0,6.03,59.21,22.35,7.87,6.73,4.46,BGD,Asia,Bangladesh,2021-01-31,535139,369,477.143,8127,16,14.857,3249.384,2.241,2.897,49.347,0.097,0.09,0.8, , , , , , , , ,12225,3649062,22.157,0.074,13738,0.083,0.035,28.8,tests performed, , , , ,1949, , , ,12,0.015186709,1.51867085
2021,2,1,0,5.94,57.59,23.09,7.93,6.52,4.39,BGD,Asia,Bangladesh,2021-02-01,535582,443,454.429,8137,10,13.714,3252.074,2.69,2.759,49.408,0.061,0.083,0.82, , , , , , , , ,12475,3661537,22.233,0.076,13401,0.081,0.034,29.5,tests performed, , , , ,2134, , , ,13,0.015192818,1.519281828
2021,2,2,0,6.03,57.38,23.59,8.12,6.74,4.92,BGD,Asia,Bangladesh,2021-02-02,536107,525,455.857,8149,12,13.429,3255.261,3.188,2.768,49.481,0.073,0.082,0.85, , , , , , , , ,14452,3675989,22.321,0.088,13409,0.081,0.034,29.4,tests performed, , , , ,2266, , , ,14,0.015200324,1.520032382
2021,2,3,0,7,59.35,25.81,9.64,8.91,5.31,BGD,Asia,Bangladesh,2021-02-03,536545,438,443,8162,13,12.857,3257.921,2.66,2.69,49.56,0.079,0.078,0.85, , , , , , , , ,14985,3690974,22.412,0.091,13304,0.081,0.033,30,tests performed, , , , ,2700, , , ,16,0.015212144,1.521214437
2021,2,4,0,8.17,61.8,27.37,11.11,11.22,4.62,BGD,Asia,Bangladesh,2021-02-04,537030,485,439.571,8175,13,12.571,3260.866,2.945,2.669,49.639,0.079,0.076,0.84, , , , , , , , ,15273,3706247,22.504,0.093,13367,0.081,0.033,30.4,tests performed, , , , ,3059, , , ,19,0.015222613,1.522261326
2021,2,5,0,8.76,62.23,27.63,12.56,12.25,3.57,BGD,Asia,Bangladesh,2021-02-05,537465,435,436.857,8182,7,12.571,3263.507,2.641,2.653,49.681,0.043,0.076,0.83, , , , , , , , ,15566,3721813,22.599,0.095,13866,0.084,0.032,31.7,tests performed, , , , ,3059, , , ,19,0.015223317,1.522331687
2021,2,6,0,8.26,56.59,27.68,14.8,11.34,3.52,BGD,Asia,Bangladesh,2021-02-06,537770,305,428.571,8190,8,11.286,3265.359,1.852,2.602,49.73,0.049,0.069,0.81, , , , , , , , ,12135,3733948,22.673,0.074,13873,0.084,0.031,32.4,tests performed, , , , ,3059, , , ,19,0.015229559,1.522955911
2021,2,7,2.1,8.51,64.37,25.81,14.17,11.83,5.36,BGD,Asia,Bangladesh,2021-02-07,538062,292,417.571,8205,15,11.143,3267.132,1.773,2.536,49.821,0.091,0.068,0.81, , , , , , , , ,12135,3746083,22.746,0.074,13860,0.084,0.03,33.2,tests performed,31160,31160, , ,3059,0.02,0.02, ,19,0.015249172,1.524917203
2021,2,8,0,7.91,60.14,26.72,12,10.72,5.48,BGD,Asia,Bangladesh,2021-02-08,538378,316,399.429,8221,16,12,3269.051,1.919,2.425,49.918,0.097,0.073,0.83, , , , , , , , ,13762,3759845,22.83,0.084,14044,0.085,0.028,35.2,tests performed, , , , ,13205, , , ,80,0.01526994,1.526994045
2021,2,9,0,7.27,54.6,27.52,11.38,9.44,5.06,BGD,Asia,Bangladesh,2021-02-09,538765,387,379.714,8229,8,11.429,3271.401,2.35,2.306,49.967,0.049,0.069,0.86, , , , , , , , ,14468,3774313,22.918,0.088,14046,0.085,0.027,37,tests performed,179318,179318, , ,23351,0.11,0.11, ,142,0.015273821,1.527382068
2021,2,10,0,7.51,50.39,27.88,13.72,9.86,2.8,BGD,Asia,Bangladesh,2021-02-10,539153,388,372.571,8239,10,11,3273.757,2.356,2.262,50.028,0.061,0.067,0.88, , , , , , , , ,14999,3789312,23.009,0.091,14048,0.085,0.027,37.7,tests performed,337769,337769, ,158451,45549,0.21,0.21, ,277,0.015281377,1.528137653
2021,2,11,0,8.01,51.36,27.98,15.57,10.83,2.05,BGD,Asia,Bangladesh,2021-02-11,539531,378,357.286,8248,9,10.429,3276.052,2.295,2.169,50.082,0.055,0.063,0.9, , , , , , , , ,15776,3805088,23.105,0.096,14120,0.086,0.025,39.5,tests performed, , , , ,64108, , , ,389,0.015287351,1.528735142
2021,2,12,0,8.04,51.27,27.84,15.45,10.91,2.24,BGD,Asia,Bangladesh,2021-02-12,539975,444,358.571,8253,5,10.143,3278.748,2.696,2.177,50.113,0.03,0.062,0.92, , , , , , , , ,14328,3819416,23.192,0.087,13943,0.085,0.026,38.9,tests performed, , , , ,82667, , , ,502,0.015284041,1.528404093
2021,2,13,0,8.31,52.19,28.27,15.82,11.41,2.09,BGD,Asia,Bangladesh,2021-02-13,540266,291,356.571,8266,13,10.857,3280.515,1.767,2.165,50.191,0.079,0.066,0.91, , , , , , , , ,12871,3832287,23.27,0.078,14048,0.085,0.025,39.4,tests performed,736680,736680, , ,101226,0.45,0.45, ,615,0.015299871,1.52998708
2021,2,14,0,8.15,49.69,28.48,16.44,11.1,1.6,BGD,Asia,Bangladesh,2021-02-14,540592,326,361.429,8274,8,9.857,3282.495,1.979,2.195,50.24,0.049,0.06,0.94, , , , , , , , ,12900,3845187,23.348,0.078,14158,0.086,0.026,39.2,tests performed,906033,906033, ,169353,124982,0.55,0.55, ,759,0.015305443,1.530544292
2021,2,15,0,8.55,53.07,28.62,16.44,11.82,2.58,BGD,Asia,Bangladesh,2021-02-15,541038,446,380,8285,11,9.143,3285.203,2.708,2.307,50.307,0.067,0.056,0.97, , , , , , , , ,14138,3859325,23.434,0.086,14211,0.086,0.027,37.4,tests performed,1132711,1132711, ,226678,146782,0.69,0.69, ,891,0.015313157,1.53131573
2021,2,16,0,7.84,47.87,29.2,15.78,10.49,2.25,BGD,Asia,Bangladesh,2021-02-16,541434,396,381.286,8298,13,9.857,3287.607,2.405,2.315,50.386,0.079,0.06,0.98, , , , , , , , ,14788,3874113,23.524,0.09,14257,0.087,0.027,37.4,tests performed,1359613,1359613, ,226902,168614,0.83,0.83, ,1024,0.015325968,1.532596771
2021,2,17,0,8.55,52.79,29.5,15.01,11.85,3.5,BGD,Asia,Bangladesh,2021-02-17,541877,443,389.143,8314,16,10.714,3290.297,2.69,2.363,50.483,0.097,0.065,0.99, , , , , , , , ,16612,3890725,23.625,0.101,14488,0.088,0.027,37.2,tests performed,1586368,1586368, ,226755,178371,0.96,0.96, ,1083,0.015342965,1.534296529
2021,2,18,0,9.34,51.72,31.1,16.64,13.21,2.92,BGD,Asia,Bangladesh,2021-02-18,542268,391,391,8329,15,11.571,3292.671,2.374,2.374,50.574,0.091,0.07,0.99, , , , , , , , ,14603,3905328,23.713,0.089,14320,0.087,0.027,36.6,tests performed,1848313,1848313, ,261945,196796,1.12,1.12, ,1195,0.015359564,1.535956391
2021,2,19,0.06,10.14,56.7,29.99,17.72,14.52,3,BGD,Asia,Bangladesh,2021-02-19,542674,406,385.571,8337,8,12,3295.137,2.465,2.341,50.623,0.049,0.073,0.99, , , , , , , , ,14232,3919560,23.8,0.086,14306,0.087,0.027,37.1,tests performed, , , , ,194555, , , ,1181,0.015362815,1.536281451
2021,2,20,0.04,9.64,55.22,30,18.67,13.74,4.31,BGD,Asia,Bangladesh,2021-02-20,543024,350,394,8342,5,10.857,3297.262,2.125,2.392,50.653,0.03,0.066,0.98, , , , , , , , ,11148,3930708,23.867,0.068,14060,0.085,0.028,35.7,tests performed,2082877,2082877, , ,192314,1.26,1.26, ,1168,0.01536212,1.536212027
2021,2,21,0,7.96,47.2,30.33,15.4,10.74,4.2,BGD,Asia,Bangladesh,2021-02-21,543351,327,394.143,8349,7,10.714,3299.247,1.986,2.393,50.695,0.043,0.065,0.98, , , , , , , , ,14036,3944744,23.953,0.085,14222,0.086,0.028,36.1,tests performed, , , , ,184212, , , ,1119,0.015365758,1.536575805
2021,2,22,0,7.74,44.55,30.46,15.71,10.29,3.44,BGD,Asia,Bangladesh,2021-02-22,543717,366,382.714,8356,7,10.143,3301.47,2.222,2.324,50.738,0.043,0.062,1.01, , , , , , , , ,11103,3955847,24.02,0.067,13789,0.084,0.028,36,tests performed,2308157,2308157, , ,167921,1.4,1.4, ,1020,0.015368289,1.536828902
2021,2,23,0,8.18,45.49,30.97,16.63,11.09,2.89,BGD,Asia,Bangladesh,2021-02-23,544116,399,383.143,8374,18,10.857,3303.892,2.423,2.326,50.847,0.109,0.066,1.04, , , , , , , , ,12748,3968595,24.097,0.077,13497,0.082,0.028,35.2,tests performed,2491053,2491053, ,182896,161634,1.51,1.51, ,981,0.015390101,1.539010064
2021,2,24,0,8.94,45.99,31.41,18.68,12.42,1.86,BGD,Asia,Bangladesh,2021-02-24,544544,428,381,8379,5,9.286,3306.491,2.599,2.313,50.878,0.03,0.056,1.07, , , , , , , , ,16152,3984747,24.196,0.098,13432,0.082,0.028,35.3,tests performed,2673038,2673038, ,181985,155239,1.62,1.62, ,943,0.015387186,1.538718634
2021,2,25,0,9.38,46.45,32.72,19.13,13.14,2.4,BGD,Asia,Bangladesh,2021-02-25,544954,410,383.714,8384,5,7.857,3308.981,2.49,2.33,50.908,0.03,0.048,1.09, , , , , , , , ,15560,4000307,24.29,0.094,13568,0.082,0.028,35.4,tests performed,2850940,2850940, ,177902,143232,1.73,1.73, ,870,0.015384785,1.538478477
2021,2,26,0.01,9.97,50.23,33.52,17.35,14.08,3.63,BGD,Asia,Bangladesh,2021-02-26,545424,470,392.857,8395,11,8.286,3311.835,2.854,2.385,50.975,0.067,0.05,1.11, , , , , , , , ,15032,4015339,24.381,0.091,13683,0.083,0.029,34.8,tests performed, , , , ,136037, , , ,826,0.015391695,1.539169527
2021,2,27,0.11,10.61,51.46,33.69,18.94,15.06,3.36,BGD,Asia,Bangladesh,2021-02-27,545831,407,401,8400,5,8.286,3314.306,2.471,2.435,51.005,0.03,0.05,1.13, , , , , , , , ,12348,4027687,24.456,0.075,13854,0.084,0.029,34.5,tests performed,2984773,2984773, , ,128842,1.81,1.81, ,782,0.015389379,1.538937876
2021,2,28,0,9.79,47.66,34.51,18.18,13.81,4.89,BGD,Asia,Bangladesh,2021-02-28,546216,385,409.286,8408,8,8.429,3316.644,2.338,2.485,51.054,0.049,0.051,1.16, , , , , , , , ,13411,4041098,24.538,0.081,13765,0.084,0.03,33.6,tests performed,3110525,3110525, ,125752,130715,1.89,1.89, ,794,0.015393178,1.539317779
2021,3,1,0.04,11.19,51.2,34.78,19.38,15.94,3.45,BGD,Asia,Bangladesh,2021-03-01,546801,585,440.571,8416,8,8.571,3320.196,3.552,2.675,51.102,0.049,0.052,1.22, , , , , , , , ,13570,4054668,24.62,0.082,14117,0.086,0.031,32,tests performed, , , , ,131123, , , ,796,0.01539134,1.539133981
2021,3,2,0,10.21,46.37,34.15,20.54,14.49,2.07,BGD,Asia,Bangladesh,2021-03-02,547316,515,457.143,8423,7,7,3323.323,3.127,2.776,51.145,0.043,0.043,1.24, , , , , , , , ,15325,4069993,24.713,0.093,14485,0.088,0.032,31.7,tests performed,3341505,3341505, , ,121493,2.03,2.03, ,738,0.015389647,1.538964693
2021,3,3,0,9.12,44.59,33.48,19.71,12.73,2.99,BGD,Asia,Bangladesh,2021-03-03,547930,614,483.714,8428,5,7,3327.051,3.728,2.937,51.175,0.03,0.043,1.27, , , , , , , , ,16414,4086407,24.813,0.1,14523,0.088,0.033,30,tests performed, , , , ,112614, , , ,684,0.015381527,1.538152684
2021,3,4,0,7.31,36.4,33.43,18.98,9.34,3.22,BGD,Asia,Bangladesh,2021-03-04,548549,619,513.571,8435,7,7.286,3330.81,3.759,3.118,51.218,0.043,0.044,1.29, , , , , , , , ,15985,4102392,24.91,0.097,14584,0.089,0.035,28.4,tests performed,3581169,3581169, , ,104318,2.17,2.17, ,633,0.015376931,1.537693078
2021,3,5,0.04,10.08,49.27,33.83,17.34,14.29,4.7,BGD,Asia,Bangladesh,2021-03-05,549184,635,537.143,8441,6,6.571,3334.665,3.856,3.262,51.254,0.036,0.04,1.31, , , , , , , , ,13710,4116102,24.993,0.083,14395,0.087,0.037,26.8,tests performed, , , , ,99568, , , ,605,0.015370076,1.537007633
